code,name
IRA,Iranian languages
IRO,Iroquoian languages
KAR,Karen languages
KHI,Khoisan languages
KRO,Kru languages
MAP,Austronesian languages
MKH,Mon-Khmer languages
MNO,Manobo languages
MUN,Munda languages
MYN,Mayan languages
NAH,Nahuatl languages
NAI,North American Indian languages
NIC,Niger-Kordofanian languages
NUB,Nubian languages
OTO,Otomian languages
PAA,Papuan languages
PHI,Philippine languages
PRA,Prakrit languages
ROA,Romance languages
SAI,South American Indian languages
SAL,Salishan languages
SEM,Semitic languages
SGN,línguas gestuais
SIO,Siouan languages
SIT,Sino-Tibetan languages
SLA,línguas eslavas
SMI,Sami languages
SON,Songhai languages
SSA,Nilo-Saharan languages
TAI,Tai languages
TUP,Tupi languages
TUT,Altaic languages
WAK,Wakashan languages
WEN,Sorbian languages
YPK,Yupik languages
ZND,Zande languages
MSA,malaio
CNR,montenegrino
